,Date_Time,HLAvg,MA,Returns
1031932,2001-01-01,124.28999999999999,124.26714285714284,8.622015166191955e-06
1031934,2001-01-01,124.285,124.26892857142856,1.436986008099758e-05
1031936,2001-01-01,124.295,124.27178571428571,2.2991346632960664e-05
1031938,2001-01-01,124.28,124.27285714285713,8.621618708968057e-06
1031940,2001-01-01,124.285,124.27535714285713,2.0116821255446967e-05
1031942,2001-01-01,124.28999999999999,124.27821428571428,2.2990157339883796e-05
1031944,2001-01-01,124.275,124.27964285714286,1.1494880467793521e-05
1031946,2001-01-01,124.28999999999999,124.28142857142856,1.4368414776128562e-05
1031948,2001-01-01,124.285,124.28142857142858,2.2204460492503128e-16
1031950,2001-01-01,124.28999999999999,124.28357142857143,1.7241825219981304e-05
1031952,2001-01-01,124.295,124.28607142857143,2.011508703426075e-05
1031954,2001-01-01,124.28999999999999,124.28714285714285,8.62062772533428e-06
1031956,2001-01-01,124.28999999999999,124.2875,2.873526060771249e-06
1031958,2001-01-01,124.285,124.28750000000001,2.2204460492503128e-16
1031960,2001-01-01,124.275,124.28642857142857,-8.620602953826343e-06
1031962,2001-01-01,124.27000000000001,124.28535714285714,-8.620677269243543e-06
1031964,2001-01-01,124.27,124.28357142857142,-1.4367960597612255e-05
1031966,2001-01-01,124.24,124.28071428571427,-2.2989166356472322e-05
1031968,2001-01-01,124.28,124.28035714285714,-2.8736829550326593e-06
1031970,2001-01-01,124.3,124.28107142857142,5.7473576522717175e-06
1031972,2001-01-01,124.285,124.2817857142857,5.747324620440001e-06
1031974,2001-01-01,124.29,124.2817857142857,0.0
1031976,2001-01-01,124.27,124.28071428571427,-8.620999317632258e-06
1031978,2001-01-01,124.27000000000001,124.27928571428572,-1.1494781369229324e-05
1031980,2001-01-01,124.265,124.27714285714285,-1.724241980173961e-05
1031982,2001-01-01,124.265,124.27535714285715,-1.4368910276381871e-05
1031984,2001-01-01,124.28,124.27464285714287,-5.747621921385793e-06
1031986,2001-01-01,124.25999999999999,124.27285714285713,-1.4369199334205218e-05
1031988,2001-01-01,124.265,124.27214285714285,-5.7477375467823794e-06
1031990,2001-01-01,124.265,124.27178571428571,-2.8738811621645363e-06
1031992,2001-01-01,124.275,124.27214285714287,2.873881162142727e-06
1031994,2001-01-01,124.275,124.27464285714287,2.0116936880850533e-05
1031996,2001-01-01,124.27000000000001,124.27392857142857,-5.7476549568168774e-06
1031998,2001-01-01,124.285,124.27285714285713,-8.621544377332479e-06
1032000,2001-01-01,124.28999999999999,124.27321428571429,2.873856384922604e-06
1032002,2001-01-01,124.28999999999999,124.27321428571429,0.0
1032004,2001-01-01,124.28999999999999,124.27464285714284,1.1495342949192806e-05
1032006,2001-01-01,124.285,124.27571428571427,8.621420494122697e-06
1032008,2001-01-01,124.28,124.27678571428571,8.621346165776104e-06
1032010,2001-01-01,124.28,124.27785714285713,8.621271838761761e-06
1032012,2001-01-01,124.285,124.27821428571428,2.873740762854336e-06
1032014,2001-01-01,124.275,124.2792857142857,8.621172738222375e-06
1032016,2001-01-01,124.285,124.2807142857143,1.1494781369537288e-05
1032018,2001-01-01,124.28,124.2817857142857,8.620999317329896e-06
1032020,2001-01-01,124.28,124.28214285714284,2.873649923335239e-06
1032022,2001-01-01,124.295,124.28357142857143,1.1494517115514135e-05
1032024,2001-01-01,124.305,124.28607142857143,2.011508703426075e-05
1032026,2001-01-01,124.33500000000001,124.28964285714287,2.8735136752473608e-05
1032028,2001-01-01,124.28,124.28892857142857,-5.746961294255172e-06
1032030,2001-01-01,124.35,124.29321428571428,3.448127236238574e-05
1032032,2001-01-01,124.335,124.29642857142858,2.5860174040391436e-05
1032034,2001-01-01,124.32,124.29892857142856,2.011300636339864e-05
1032036,2001-01-01,124.325,124.30214285714285,2.5858985208792612e-05
1032038,2001-01-01,124.31,124.30428571428571,1.7238951987016568e-05
1032040,2001-01-01,124.315,124.30642857142857,1.723865481074897e-05
1032042,2001-01-01,124.35,124.3117857142857,4.309533694749517e-05
1032044,2001-01-01,124.35,124.31642857142857,3.734778980529902e-05
1032046,2001-01-01,124.345,124.32107142857144,3.734639500005117e-05
1032048,2001-01-01,124.35499999999999,124.32642857142858,4.309026117660043e-05
1032050,2001-01-01,124.35,124.33035714285714,3.159834482372336e-05
1032052,2001-01-01,124.34,124.33285714285714,2.010751777072917e-05
1032054,2001-01-01,124.34,124.33321428571428,2.8724695338320336e-06
1032056,2001-01-01,124.33,124.33678571428571,2.872424153834705e-05
1032058,2001-01-01,124.33500000000001,124.33571428571429,-8.617185828213042e-06
1032060,2001-01-01,124.33,124.33535714285713,-2.8724117775476492e-06
1032062,2001-01-01,124.33500000000001,124.33642857142857,8.617210580243173e-06
1032064,2001-01-01,124.33,124.33678571428571,2.872387025402468e-06
1032066,2001-01-01,124.34,124.33892857142858,1.7234148892172664e-05
1032068,2001-01-01,124.33,124.34,8.616963066146298e-06
1032070,2001-01-01,124.33,124.33857142857143,-1.1489300589030933e-05
1032072,2001-01-01,124.33,124.33714285714287,-1.1489432594399877e-05
1032074,2001-01-01,124.32,124.33535714285713,-1.4361976380681257e-05
1032076,2001-01-01,124.345,124.33464285714285,-5.74484830720803e-06
1032078,2001-01-01,124.35,124.33464285714285,0.0
1032080,2001-01-01,124.33,124.33392857142859,-5.744881310664416e-06
1032082,2001-01-01,124.32499999999999,124.33285714285714,-8.617383848631971e-06
1032084,2001-01-01,124.33,124.33285714285715,2.2204460492503128e-16
1032086,2001-01-01,124.305,124.33071428571428,-1.7234990478187774e-05
1032088,2001-01-01,124.305,124.32892857142858,-1.4362718977783404e-05
1032090,2001-01-01,124.315,124.3275,-1.1490323711271569e-05
1032092,2001-01-01,124.35,124.32892857142858,1.1490323711232622e-05
1032094,2001-01-01,124.33,124.32821428571427,-5.7451453524154566e-06
1032096,2001-01-01,124.32,124.3275,-5.745178358980495e-06
1032098,2001-01-01,124.29,124.32464285714286,-2.298104351266757e-05
1032100,2001-01-01,124.32,124.32392857142857,-5.745343399244239e-06
1032102,2001-01-01,124.32,124.32392857142857,0.0
1032104,2001-01-01,124.315,124.32178571428571,-1.723622825408692e-05
1032106,2001-01-01,124.31,124.31892857142857,-2.2982099818005462e-05
1032108,2001-01-01,124.315,124.31785714285714,-8.61842360421458e-06
1032110,2001-01-01,124.30000000000001,124.31607142857142,-1.436420440291906e-05
1032112,2001-01-01,124.30000000000001,124.31392857142858,-1.7237317643902146e-05
1032114,2001-01-01,124.28999999999999,124.31285714285715,-8.6187702451427e-06
1032116,2001-01-01,124.295,124.31214285714285,-5.745888098995006e-06
1032118,2001-01-01,124.30000000000001,124.31107142857142,-8.61889405228627e-06
1032120,2001-01-01,124.30000000000001,124.3075,-2.8730183357925405e-05
1032122,2001-01-01,124.305,124.30571428571429,-1.4365401218771133e-05
1032124,2001-01-01,124.295,124.30392857142856,-1.4365607586549815e-05
1032126,2001-01-01,124.295,124.30428571428571,2.8731380271707293e-06
1032128,2001-01-01,124.295,124.30250000000001,-1.4365772684747447e-05
1032130,2001-01-01,124.28999999999999,124.30035714285715,-1.7239199641816583e-05
1032132,2001-01-01,124.295,124.29892857142859,-1.1492964868939487e-05
1032134,2001-01-01,124.305,124.29857142857144,-2.873261856221412e-06
1032136,2001-01-01,124.3,124.29750000000001,-8.619835102530596e-06
1032138,2001-01-01,124.30000000000001,124.29750000000001,0.0
1032140,2001-01-01,124.295,124.29714285714284,-2.8732948792340295e-06
1032142,2001-01-01,124.30000000000001,124.29785714285715,5.746581502480259e-06
1032144,2001-01-01,124.28999999999999,124.2975,-2.8732866233698526e-06
1032146,2001-01-01,124.305,124.29785714285715,2.873286623434288e-06
1032148,2001-01-01,124.28,124.29642857142858,-1.149319602813456e-05
1032150,2001-01-01,124.29,124.29535714285714,-8.61998370838465e-06
1032152,2001-01-01,124.275,124.2939285714286,-1.149342719621157e-05
1032154,2001-01-01,124.28,124.29285714285716,-8.620157088079875e-06
1032156,2001-01-01,124.285,124.29214285714285,-5.746812674173037e-06
1032158,2001-01-01,124.28,124.29142857142857,-5.746845700056121e-06
1032160,2001-01-01,124.28,124.29035714285715,-8.620330474769595e-06
1032162,2001-01-01,124.28,124.28857142857144,-1.436738259354538e-05
1032164,2001-01-01,124.27,124.28642857142857,-1.7241131593526494e-05
1032166,2001-01-01,124.28,124.285,-1.1494252873680153e-05
1032168,2001-01-01,124.27000000000001,124.2832142857143,-1.436800188517931e-05
1032170,2001-01-01,124.265,124.2807142857143,-2.0115549464050762e-05
1032172,2001-01-01,124.27,124.27928571428572,-1.149478136945137e-05
1032174,2001-01-01,124.25999999999999,124.27607142857143,-2.5863741191614675e-05
1032176,2001-01-01,124.28,124.27607142857143,0.0
1032178,2001-01-01,124.28999999999999,124.27607142857143,0.0
1032180,2001-01-01,124.29,124.27714285714285,8.621321390030643e-06
1032182,2001-01-01,124.265,124.27607142857143,-8.621321389891077e-06
1032184,2001-01-01,124.275,124.27535714285715,-5.747588886398801e-06
1032186,2001-01-01,124.28,124.27535714285715,0.0
1032188,2001-01-01,124.28,124.27535714285715,0.0
1032190,2001-01-01,124.28999999999999,124.27607142857143,5.747588886417914e-06
1032192,2001-01-01,124.27000000000001,124.27607142857143,0.0
1032194,2001-01-01,124.25999999999999,124.27464285714287,-1.1495210807876505e-05
1032196,2001-01-01,124.265,124.27428571428571,-2.873823349021762e-06
1032198,2001-01-01,124.28,124.27535714285713,8.621445270312242e-06
1032200,2001-01-01,124.28,124.27607142857143,5.7475888866399575e-06
1032202,2001-01-01,124.285,124.27785714285713,1.4368827690560076e-05
1032204,2001-01-01,124.27000000000001,124.27714285714285,-5.747506300652182e-06
1032206,2001-01-01,124.28,124.27642857142857,-5.747539334750988e-06
1032208,2001-01-01,124.26,124.27428571428572,-1.7242816212040313e-05
1032210,2001-01-01,124.27000000000001,124.27464285714287,2.8738233489991786e-06
1032212,2001-01-01,124.275,124.27464285714287,0.0
1032214,2001-01-01,124.275,124.27428571428572,-2.8738233489107395e-06
1032216,2001-01-01,124.275,124.27392857142857,-2.8738316078835544e-06
1032218,2001-01-01,124.27000000000001,124.27250000000001,-1.1495409021047157e-05
1032220,2001-01-01,124.28,124.27321428571429,5.747721028621642e-06
1032222,2001-01-01,124.25999999999999,124.27321428571429,0.0
1032224,2001-01-01,124.295,124.27535714285715,1.7242964870688913e-05
1032226,2001-01-01,124.265,124.27428571428572,-8.621445270310314e-06
1032228,2001-01-01,124.235,124.27107142857142,-2.5864781796263888e-05
1032230,2001-01-01,124.195,124.26464285714287,-5.17315706392729e-05
1032232,2001-01-01,124.155,124.25642857142859,-6.6105346078419e-05
1032234,2001-01-01,124.185,124.24964285714286,-5.4612060368654525e-05
1032236,2001-01-01,124.24,124.2482142857143,-1.1497655915458583e-05
1032238,2001-01-01,124.27,124.24821428571428,-1.1102230246251565e-16
1032240,2001-01-01,124.265,124.24750000000002,-5.748877531558274e-06
1032242,2001-01-01,124.215,124.24321428571429,-3.449395924891079e-05
1032244,2001-01-01,124.13,124.23285714285716,-8.336531404074011e-05
1032246,2001-01-01,124.03,124.21571428571428,-0.0001379992412232735
1032248,2001-01-01,124.01,124.19642857142857,-0.0001552719130605992
1032250,2001-01-01,124.125,124.18678571428572,-7.764499847890815e-05
1032252,2001-01-01,123.985,124.16464285714287,-0.0001783187423474457
1032254,2001-01-01,123.98,124.14428571428572,-0.00016396625783755378
1032256,2001-01-01,124.1,124.13464285714285,-7.767761205670939e-05
1032258,2001-01-01,124.13,124.13,-3.740248381703015e-05
1032260,2001-01-01,124.14,124.12892857142856,-8.631541089873695e-06
1032262,2001-01-01,124.13,124.125,-3.164962142993707e-05
1032264,2001-01-01,124.12,124.11642857142859,-6.905719665048104e-05
1032266,2001-01-01,124.25,124.11500000000001,-1.1509996432031988e-05
1032268,2001-01-01,124.28999999999999,124.11678571428571,1.4387474840056653e-05
1032270,2001-01-01,124.275,124.12107142857143,3.452909508224525e-05
1032272,2001-01-01,124.29,124.13250000000001,9.207175849182666e-05
1032274,2001-01-01,124.26,124.14892857142857,0.0001323383029256779
1032276,2001-01-01,124.3,124.16964285714286,0.0001668363799224941
1032278,2001-01-01,124.255,124.17892857142856,7.477968757059005e-05
1032280,2001-01-01,124.295,124.20107142857144,0.0001782982301437683
1032282,2001-01-01,124.29,124.22321428571429,0.00017826644555159096
1032284,2001-01-01,124.27,124.23535714285715,9.774552821997432e-05
1032286,2001-01-01,124.28,124.24607142857143,8.623812075226693e-05
1032288,2001-01-01,124.24,124.25321428571428,5.748794910456079e-05
1032290,2001-01-01,124.29,124.26464285714285,9.197384500262837e-05
1032292,2001-01-01,124.28,124.27607142857144,9.196538659256413e-05
1032294,2001-01-01,124.285,124.27857142857144,2.0116300957672736e-05
1032296,2001-01-01,124.28,124.27785714285713,-5.747473267219516e-06
1032298,2001-01-01,124.25,124.27607142857143,-1.4368827690589395e-05
1032300,2001-01-01,124.27,124.27464285714287,-1.1495210807876505e-05
1032302,2001-01-01,124.275,124.2757142857143,8.621420494122697e-06
1032304,2001-01-01,124.28,124.27428571428571,-1.1495243843164393e-05
1032306,2001-01-01,124.29,124.27678571428571,2.0116590008858554e-05
1032308,2001-01-01,124.28,124.27571428571427,-8.621346165841695e-06
1032310,2001-01-01,124.26,124.27357142857143,-1.7242915317474384e-05
1032312,2001-01-01,124.3,124.2757142857143,1.7242915317626837e-05
1032314,2001-01-01,124.29499999999999,124.27678571428571,8.62134616555406e-06
1032316,2001-01-01,124.325,124.28285714285714,4.8852891023160554e-05
1032318,2001-01-01,124.325,124.28535714285715,2.0115202639902945e-05
1032320,2001-01-01,124.315,124.28785714285716,2.0114798026594365e-05
1032322,2001-01-01,124.32,124.29035714285715,2.011439342949455e-05
1032324,2001-01-01,124.28,124.29035714285715,0.0
1032326,2001-01-01,124.33,124.29607142857142,4.5974237194840765e-05
1032328,2001-01-01,124.315,124.29928571428572,2.585957961082579e-05
1032330,2001-01-01,124.305,124.30142857142857,1.7239348238100847e-05
1032332,2001-01-01,124.3,124.30285714285715,1.1492733719264327e-05
1032334,2001-01-01,124.28999999999999,124.30285714285715,0.0
1032336,2001-01-01,124.305,124.30464285714287,1.4365731409849287e-05
1032338,2001-01-01,124.295,124.30714285714286,2.01116772715371e-05
1032340,2001-01-01,124.295,124.30678571428571,-2.8730719892200024e-06
1032342,2001-01-01,124.30000000000001,124.30714285714286,2.8730719892965572e-06
1032344,2001-01-01,124.28,124.30392857142859,-2.585794507046554e-05
1032346,2001-01-01,124.28999999999999,124.30142857142857,-2.0112197330113794e-05
1032348,2001-01-01,124.28,124.29892857142856,-2.0112601838793523e-05
1032350,2001-01-01,124.285,124.29642857142858,-2.011300636346095e-05
1032352,2001-01-01,124.28999999999999,124.29714285714286,5.746614525652311e-06
1032354,2001-01-01,124.25,124.29142857142858,-4.597384089260913e-05
1032356,2001-01-01,124.295,124.28999999999999,-1.149379048001559e-05
1032358,2001-01-01,124.295,124.28928571428571,-5.746944780480956e-06
1032360,2001-01-01,124.295,124.28892857142857,-2.8734847755454537e-06
1032362,2001-01-01,124.295,124.28928571428571,2.873484775470355e-06
1032364,2001-01-01,124.28,124.28750000000001,-1.4367506447586611e-05
1032366,2001-01-01,124.255,124.28464285714286,-2.298843968947182e-05
1032368,2001-01-01,124.255,124.28178571428573,-2.298896816977888e-05
1032370,2001-01-01,124.25999999999999,124.27892857142855,-2.298949667506681e-05
1032372,2001-01-01,124.25,124.27678571428571,-1.7242469351847557e-05
1032374,2001-01-01,124.225,124.27214285714285,-3.7359703540730345e-05
1032376,2001-01-01,124.22999999999999,124.26857142857143,-2.873918329175921e-05
1032378,2001-01-01,124.225,124.2642857142857,-3.448811022752465e-05
1032380,2001-01-01,124.245,124.26107142857143,-2.5866863256260403e-05
1032382,2001-01-01,124.255,124.26142857142857,2.8741289592128495e-06
1032384,2001-01-01,124.22999999999999,124.25678571428571,-3.736432081438361e-05
1032386,2001-01-01,124.205,124.25035714285714,-5.1737518335214834e-05
1032388,2001-01-01,124.2,124.24357142857141,-5.4614729031247205e-05
1032390,2001-01-01,124.2,124.23678571428572,-5.461771196252482e-05
1032392,2001-01-01,124.195,124.23071428571427,-4.8871007859372536e-05
1032394,2001-01-01,124.19,124.22607142857143,-3.737355878636501e-05
1032396,2001-01-01,124.195,124.2217857142857,-3.449990944122925e-05
1032398,2001-01-01,124.19,124.2167857142857,-4.025139874153991e-05
1032400,2001-01-01,124.21000000000001,124.21392857142857,-2.300152672732093e-05
1032402,2001-01-01,124.20500000000001,124.21249999999999,-1.150096176809543e-05
1032404,2001-01-01,124.2,124.21035714285713,-1.7251690666059698e-05
1032406,2001-01-01,124.18,124.20714285714287,-2.5878094050907387e-05
1032408,2001-01-01,124.185,124.20285714285714,-3.450516715226437e-05
1032410,2001-01-01,124.19,124.19821428571429,-3.7381941363564025e-05
1032412,2001-01-01,124.17,124.19392857142857,-3.4507647760869005e-05
1032414,2001-01-01,124.18,124.19214285714285,-1.437853801925881e-05
1032416,2001-01-01,124.19,124.19142857142857,-5.751473096036246e-06
1032418,2001-01-01,124.19,124.1907142857143,-5.751506175654588e-06
1032420,2001-01-01,124.225,124.19285714285715,1.7254419288591837e-05
1032422,2001-01-01,124.25,124.19714285714285,3.4507945457732754e-05
1032424,2001-01-01,124.24000000000001,124.20035714285714,2.5880177654572185e-05
1032426,2001-01-01,124.215,124.20214285714285,1.4377587067115549e-05
1032428,2001-01-01,124.21,124.20214285714285,0.0
1032430,2001-01-01,124.18,124.20035714285714,-1.437758706725798e-05
1032432,2001-01-01,124.195,124.2,-2.8755422194573446e-06
1032434,2001-01-01,124.195,124.20107142857144,8.626601852300734e-06
1032436,2001-01-01,124.21000000000001,124.20285714285714,1.4377504381780074e-05
1032438,2001-01-01,124.225,124.20535714285714,2.0128158863529188e-05
1032440,2001-01-01,124.265,124.21214285714287,5.4631531896166494e-05
1032442,2001-01-01,124.25999999999999,124.21785714285714,4.600318572867615e-05
1032444,2001-01-01,124.28,124.2242857142857,5.175105443923674e-05
1032446,2001-01-01,124.285,124.23107142857143,5.4623207689725805e-05
1032448,2001-01-01,124.3,124.23642857142856,4.312147752095236e-05
1032450,2001-01-01,124.305,124.24035714285715,3.1621235099473405e-05
1032452,2001-01-01,124.33,124.2467857142857,5.174168253601238e-05
1032454,2001-01-01,124.33500000000001,124.25535714285715,6.89847457756285e-05
1032456,2001-01-01,124.32,124.26321428571428,6.323183667588518e-05
1032458,2001-01-01,124.315,124.27285714285713,7.759724447447432e-05
1032460,2001-01-01,124.305,124.2807142857143,6.32229327031025e-05
1032462,2001-01-01,124.305,124.28857142857144,6.321893581651116e-05
1032464,2001-01-01,124.305,124.29535714285714,5.459495572682449e-05
1032466,2001-01-01,124.275,124.29892857142856,2.8732990071817904e-05
1032468,2001-01-01,124.28999999999999,124.30071428571429,1.436618544768422e-05
1032470,2001-01-01,124.31,124.30428571428571,2.8731751747983382e-05
1032472,2001-01-01,124.32,124.30714285714286,2.2984807043656264e-05
1032474,2001-01-01,124.35,124.31178571428572,3.734918471467996e-05
1032476,2001-01-01,124.37,124.31678571428573,4.022063893917261e-05
1032478,2001-01-01,124.37,124.32142857142857,3.734628771143885e-05
1032480,2001-01-01,124.35,124.32285714285715,1.1490884855688218e-05
1032482,2001-01-01,124.335,124.32285714285715,0.0
1032484,2001-01-01,124.35499999999999,124.32535714285714,2.0108730780677214e-05
1032486,2001-01-01,124.34,124.32714285714285,1.4363131565107453e-05
1032488,2001-01-01,124.335,124.3292857142857,1.723548556722067e-05
1032490,2001-01-01,124.33,124.33107142857143,1.4362677720669207e-05
1032492,2001-01-01,124.34,124.33357142857143,2.0107402253458064e-05
1032494,2001-01-01,124.34,124.33821428571427,3.734124585183408e-05
1032496,2001-01-01,124.35499999999999,124.34285714285714,3.733985153550107e-05
1032498,2001-01-01,124.36500000000001,124.34678571428572,3.1594170016572594e-05
1032500,2001-01-01,124.38499999999999,124.35142857142856,3.733727768588349e-05
1032502,2001-01-01,124.4,124.355,2.872003423633693e-05
1032504,2001-01-01,124.41,124.35785714285713,2.2975433518612958e-05
1032506,2001-01-01,124.44,124.36285714285714,4.020573851307576e-05
1032508,2001-01-01,124.46000000000001,124.37071428571429,6.31771804235331e-05
1032510,2001-01-01,124.445,124.37857142857142,6.317318931932328e-05
1032512,2001-01-01,124.465,124.38642857142858,6.316919871977304e-05
1032514,2001-01-01,124.455,124.39464285714287,6.60362596727548e-05
1032516,2001-01-01,124.455,124.40321428571428,6.89027524049605e-05
1032518,2001-01-01,124.45,124.4117857142857,6.889800514284927e-05
1032520,2001-01-01,124.475,124.42142857142858,7.750458213852371e-05
1032522,2001-01-01,124.445,124.42892857142859,6.0277188977359354e-05
1032524,2001-01-01,124.435,124.43464285714286,4.5923038735359715e-05
1032526,2001-01-01,124.435,124.43964285714286,4.018092898841409e-05
1032528,2001-01-01,124.445,124.44392857142859,3.443951130693921e-05
1032530,2001-01-01,124.43,124.44607142857141,1.7219310883390268e-05
1032532,2001-01-01,124.42,124.44678571428572,5.739704405338585e-06
1032534,2001-01-01,124.415,124.44500000000001,-1.4349322783938471e-05
1032536,2001-01-01,124.42500000000001,124.4425,-2.0089397821071668e-05
1032538,2001-01-01,124.42500000000001,124.44107142857145,-1.1479837101045068e-05
1032540,2001-01-01,124.43,124.43857142857142,-2.0090032044496877e-05
1032542,2001-01-01,124.42,124.43607142857142,-2.0090435661751665e-05
1032544,2001-01-01,124.415,124.43321428571429,-2.296099214547081e-05
1032546,2001-01-01,124.42,124.43107142857143,-1.7221090095454843e-05
1032548,2001-01-01,124.43,124.42785714285715,-2.5832191216948508e-05
1032550,2001-01-01,124.425,124.42642857142857,-1.1481188073456737e-05
1032552,2001-01-01,124.41499999999999,124.425,-1.1481319892749092e-05
1032554,2001-01-01,124.435,124.425,0.0
1032556,2001-01-01,124.455,124.42571428571429,5.740676423997874e-06
1032558,2001-01-01,124.445,124.42678571428573,8.610952845194357e-06
1032560,2001-01-01,124.41499999999999,124.42642857142857,-2.8703093763640425e-06
1032562,2001-01-01,124.41499999999999,124.42642857142857,0.0
1032564,2001-01-01,124.4,124.42464285714287,-1.4351670462817947e-05
1032566,2001-01-01,124.375,124.42107142857142,-2.8703958852120346e-05
1032568,2001-01-01,124.38,124.4175,-2.8704782792816405e-05
1032570,2001-01-01,124.38499999999999,124.41499999999999,-2.009383822529025e-05
1032572,2001-01-01,124.39500000000001,124.41357142857143,-1.1482374555114512e-05
1032574,2001-01-01,124.39,124.41142857142857,-1.7223809045828176e-05
1032576,2001-01-01,124.39,124.40857142857142,-2.29655402080292e-05
1032578,2001-01-01,124.38499999999999,124.40571428571427,-2.2966067636141635e-05
1032580,2001-01-01,124.375,124.40285714285713,-2.2966595088457762e-05
1032582,2001-01-01,124.395,124.4,-2.2967122564866566e-05
1032584,2001-01-01,124.41,124.3967857142857,-2.5838643415439314e-05
1032586,2001-01-01,124.43,124.39571428571428,-8.613029503981476e-06
1032588,2001-01-01,124.41499999999999,124.39571428571428,0.0
1032590,2001-01-01,124.41,124.39535714285715,-2.8710263200393314e-06
1032592,2001-01-01,124.38499999999999,124.39428571428572,-8.61312841760029e-06
1032594,2001-01-01,124.395,124.39571428571428,1.1484154737489022e-05
1032596,2001-01-01,124.41499999999999,124.39821428571429,2.0096953446074878e-05
1032598,2001-01-01,124.39500000000001,124.39892857142857,5.741912516124063e-06
1032600,2001-01-01,124.4,124.39928571428572,2.8709438946017844e-06
1032602,2001-01-01,124.39500000000001,124.39964285714287,2.8709356523297127e-06
1032604,2001-01-01,124.385,124.39928571428571,-2.87093565241652e-06
1032606,2001-01-01,124.41,124.40107142857141,1.4354595839421207e-05
1032608,2001-01-01,124.38,124.40142857142857,2.870894441635485e-06
1032610,2001-01-01,124.39,124.40107142857141,-2.8708944415966898e-06
1032612,2001-01-01,124.395,124.4,-8.612732776891979e-06
1032614,2001-01-01,124.395,124.39750000000001,-2.009666495909718e-05
1032616,2001-01-01,124.39,124.39571428571428,-1.435500796026079e-05
1032618,2001-01-01,124.38,124.39357142857143,-1.7226281563863646e-05
1032620,2001-01-01,124.38,124.39321428571428,-2.8710757778415167e-06
1032622,2001-01-01,124.38,124.39214285714286,-8.613276791969853e-06
1032624,2001-01-01,124.39,124.39035714285714,-1.4355626185502533e-05
1032626,2001-01-01,124.39,124.39,-2.871149967375876e-06
1032628,2001-01-01,124.39500000000001,124.38964285714285,-2.8711582109165243e-06
1032630,2001-01-01,124.38,124.38857142857141,-8.613524094280292e-06
1032632,2001-01-01,124.385,124.38857142857144,2.2204460492503128e-16
1032634,2001-01-01,124.39,124.38714285714286,-1.1484814204635109e-05
1032636,2001-01-01,124.41499999999999,124.38964285714285,2.0098338298674874e-05
1032638,2001-01-01,124.43,124.39250000000001,2.2969034871000588e-05
1032640,2001-01-01,124.41499999999999,124.39392857142856,1.1484319597053544e-05
1032642,2001-01-01,124.42,124.39571428571428,1.435521402937255e-05
1032644,2001-01-01,124.43,124.39857142857143,2.2967913825513746e-05
1032646,2001-01-01,124.415,124.40107142857143,2.0096491870802757e-05
1032648,2001-01-01,124.42,124.40392857142857,2.296692475853129e-05
1032650,2001-01-01,124.42,124.4067857142857,2.2966397291030054e-05
1032652,2001-01-01,124.42,124.40892857142858,1.7224451832448324e-05
1032654,2001-01-01,124.42,124.41107142857142,1.7224155155546132e-05
1032656,2001-01-01,124.42,124.41285714285713,1.4353236009151908e-05
1032658,2001-01-01,124.435,124.41678571428572,3.157639406466749e-05
1032660,2001-01-01,124.41,124.41857142857143,1.4352576789942037e-05
1032662,2001-01-01,124.4,124.41928571428572,5.740973037693971e-06
1032664,2001-01-01,124.395,124.41785714285716,-1.1481979033953638e-05
1032666,2001-01-01,124.39,124.41499999999999,-2.2964353583402827e-05
1032668,2001-01-01,124.38,124.41250000000001,-2.009424199553838e-05
1032670,2001-01-01,124.395,124.41071428571429,-1.4353277212297191e-05
1032672,2001-01-01,124.395,124.4082142857143,-2.0094934211299425e-05
1032674,2001-01-01,124.4,124.40714285714284,-8.612238277854673e-06
1032676,2001-01-01,124.395,124.40535714285716,-1.4353895288321748e-05
1032678,2001-01-01,124.395,124.40357142857144,-1.4354101325912989e-05
1032680,2001-01-01,124.405,124.4025,-8.612559695961632e-06
1032682,2001-01-01,124.41,124.40178571428571,-5.74174767330301e-06
1032684,2001-01-01,124.42,124.40178571428571,0.0
1032686,2001-01-01,124.4,124.39928571428572,-2.0096376480276572e-05
1032688,2001-01-01,124.38,124.39714285714285,-1.7225787003722535e-05
1032690,2001-01-01,124.39,124.39642857142857,-5.741994941263363e-06
1032692,2001-01-01,124.385,124.39571428571428,-5.74202791207891e-06
1032694,2001-01-01,124.39,124.39571428571428,0.0
1032696,2001-01-01,124.4,124.39714285714285,1.1484022853390059e-05
1032698,2001-01-01,124.39500000000001,124.39714285714285,0.0
1032700,2001-01-01,124.4,124.39750000000001,2.870985106850318e-06
1032702,2001-01-01,124.38499999999999,124.39642857142857,-8.612980048115772e-06
1032704,2001-01-01,124.38,124.39535714285714,-8.613054232191888e-06
1032706,2001-01-01,124.385,124.39464285714284,-5.742077368801837e-06
1032708,2001-01-01,124.38499999999999,124.39321428571428,-1.1484253652809586e-05
1032710,2001-01-01,124.38,124.39107142857144,-1.7226627773115813e-05
1032712,2001-01-01,124.375,124.38785714285714,-2.584049809148048e-05
1032714,2001-01-01,124.37,124.38571428571427,-1.7227369696984946e-05
1032716,2001-01-01,124.375,124.38535714285715,-2.8712571367349915e-06
1032718,2001-01-01,124.37,124.38392857142857,-1.1485110989420904e-05
1032720,2001-01-01,124.38,124.38357142857141,-2.871298358101986e-06
1032722,2001-01-01,124.37,124.38214285714287,-1.1485275876309198e-05
1032724,2001-01-01,124.345,124.3782142857143,-3.1585188846213484e-05
